,Id,OverallQualitySum,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1163,1164,0.672566371681416,90,RL,60.0,12900,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,Duplex,SFoyer,1969,1969,Gable,CompShg,Plywood,Plywood,None,0.0,CBlock,1198,0,0,1198,GasA,1258,0,0,1258,2,0,0,2,0,2,6,Typ,0,CarPort,1969.0,2,400,120,0,0,0,0,0,,0,1,2008,WD,Alloca,108959
1164,1165,0.7876106194690266,80,RL,,16157,Pave,,IR1,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,1978,1978,Gable,CompShg,Plywood,Plywood,None,0.0,PConc,680,391,289,1360,GasA,1432,0,0,1432,1,0,1,1,2,1,5,Typ,1,Attchd,1978.0,2,588,168,180,0,0,0,0,,0,6,2007,WD,Normal,194000
1165,1166,0.7433628318584071,20,RL,79.0,9541,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,268.0,PConc,0,0,1502,1502,GasA,1502,0,0,1502,0,0,2,0,3,1,7,Typ,0,Attchd,2009.0,2,644,0,114,0,0,0,0,,0,9,2009,New,Partial,233170
1166,1167,0.7787610619469026,20,RL,64.0,10475,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,PConc,0,0,1694,1694,GasA,1694,0,0,1694,0,0,2,0,3,1,7,Typ,0,Attchd,2008.0,3,776,160,33,0,0,0,0,,0,2,2010,WD,Normal,245350
1167,1168,0.7699115044247787,60,RL,58.0,10852,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,786,0,173,959,GasA,959,712,0,1671,1,0,2,1,3,1,7,Typ,1,Attchd,2000.0,2,472,0,38,0,0,0,0,,0,2,2006,WD,Normal,173000
1168,1169,0.7168141592920354,70,RL,120.0,13728,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,1935,1986,Hip,CompShg,Stucco,Stucco,None,0.0,CBlock,626,0,501,1127,GasA,1236,872,0,2108,0,0,2,0,4,1,7,Typ,2,Basment,1935.0,2,540,0,0,0,0,90,0,,0,7,2008,WD,Normal,235000
1169,1170,0.8938053097345132,60,RL,118.0,35760,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,1995,1996,Hip,CompShg,HdBoard,HdBoard,BrkFace,1378.0,PConc,1387,0,543,1930,GasA,1831,1796,0,3627,1,0,3,1,4,1,10,Typ,1,Attchd,1995.0,3,807,361,76,0,0,0,0,,0,7,2006,WD,Normal,625000
1170,1171,0.7610619469026548,80,RL,76.0,9880,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,CBlock,522,0,574,1096,GasA,1118,0,0,1118,1,0,1,0,3,1,6,Typ,1,Attchd,1977.0,1,358,203,0,0,0,0,576,,0,7,2008,WD,Normal,171000
1171,1172,0.7433628318584071,20,RL,76.0,9120,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1958,1958,Hip,CompShg,MetalSd,MetalSd,None,0.0,CBlock,662,0,599,1261,GasA,1261,0,0,1261,1,0,1,0,3,1,6,Typ,1,Attchd,1958.0,2,433,0,0,0,0,288,0,Shed,1400,11,2008,WD,Normal,163000
1172,1173,0.7256637168141593,160,FV,35.0,4017,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,2006,2007,Gable,CompShg,MetalSd,MetalSd,None,0.0,PConc,0,0,625,625,GasA,625,625,0,1250,0,0,2,1,2,1,5,Typ,0,Detchd,2006.0,2,625,0,54,0,0,0,0,,0,3,2008,WD,Normal,171900
1173,1174,0.5575221238938053,50,RL,138.0,18030,Pave,,IR1,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,1946,1994,Gable,CompShg,MetalSd,MetalSd,None,0.0,CBlock,152,469,977,1598,GasA,1636,971,479,3086,0,0,3,0,3,1,12,Maj1,1,,,0,0,122,0,0,0,0,0,,0,3,2007,WD,Normal,200500
1174,1175,0.6991150442477876,70,RL,80.0,16560,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,1932,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,BrkTil,503,0,449,952,GasA,1170,1175,0,2345,0,0,2,1,4,1,9,Typ,1,Detchd,1932.0,2,360,0,0,0,0,0,0,,0,7,2006,WD,Normal,239000
1175,1176,0.8053097345132744,50,RL,85.0,10678,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,1992,2000,Hip,CompShg,HdBoard,HdBoard,BrkFace,337.0,PConc,700,0,983,1683,GasA,2129,743,0,2872,0,0,2,1,4,1,9,Typ,1,Attchd,1992.0,2,541,0,33,0,0,0,0,,0,4,2007,WD,Normal,285000
1176,1177,0.6106194690265486,20,RL,37.0,6951,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,1984,1985,Gable,CompShg,HdBoard,Plywood,None,0.0,CBlock,658,0,218,876,GasA,923,0,0,923,1,0,1,0,3,1,5,Typ,0,Attchd,1984.0,1,264,362,0,0,0,0,0,,0,10,2008,WD,Normal,119500
1177,1178,0.5221238938053098,50,RM,,3950,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,1926,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,CBlock,468,0,350,818,GasA,818,406,0,1224,0,0,1,0,3,1,5,Typ,0,Detchd,1926.0,1,210,0,0,116,0,0,0,,0,12,2009,WD,Normal,115000
1178,1179,0.6991150442477876,50,RL,54.0,7681,Pave,,IR1,Lvl,AllPub,FR2,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,1921,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,BrkTil,0,0,731,731,GasA,820,523,0,1343,0,0,1,1,3,1,7,Typ,1,Detchd,1921.0,1,186,192,0,102,0,0,0,,0,7,2009,WD,Normal,154900
1179,1180,0.24778761061946902,20,RL,77.0,8335,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Slab,0,0,0,0,GasA,1124,0,0,1124,0,0,1,0,3,1,5,Min2,1,,,0,0,0,36,190,0,0,0,,0,4,2006,WD,Normal,93000
1180,1181,0.6902654867256637,60,RL,,11170,Pave,,IR2,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,1990,1991,Gable,CompShg,MetalSd,MetalSd,None,0.0,Wood,1216,0,0,1216,GasA,1298,1216,0,2514,0,0,2,1,4,1,8,Typ,0,Attchd,1990.0,2,693,0,0,0,0,0,0,,0,4,2006,WD,Normal,250000
1181,1182,0.911504424778761,120,RM,64.0,5587,Pave,,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,2008,2008,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,PConc,1480,0,120,1600,GasA,1652,0,0,1652,1,1,2,0,2,1,5,Typ,1,Attchd,2008.0,2,482,162,53,0,153,0,0,,0,11,2008,New,Partial,392500
1182,1183,0.9646017699115044,60,RL,160.0,15623,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,1996,1996,Hip,CompShg,Wd Sdng,ImStucc,None,0.0,PConc,2096,0,300,2396,GasA,2411,2065,0,4476,1,0,3,1,4,1,10,Typ,2,Attchd,1996.0,3,813,171,78,0,0,0,555,,0,7,2007,WD,Abnorml,745000
1183,1184,0.7168141592920354,30,RL,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,1920,1950,Hip,CompShg,Stucco,Stucco,None,0.0,BrkTil,821,0,299,1120,GasA,1130,0,0,1130,1,0,1,0,2,1,5,Typ,1,Detchd,1970.0,2,720,229,0,0,0,0,0,,0,6,2006,WD,Normal,120000
1184,1185,0.7787610619469026,20,RL,50.0,35133,Grvl,,Reg,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,1Story,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,226.0,CBlock,1159,0,413,1572,GasA,1572,0,0,1572,1,0,1,1,3,1,5,Typ,2,2Types,1963.0,3,995,0,263,0,0,263,0,,0,5,2007,WD,Normal,186700
1185,1186,0.6371681415929203,50,RL,60.0,9738,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,1924,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,BrkTil,392,0,392,784,GasA,949,272,0,1221,1,0,1,0,4,1,7,Typ,0,Attchd,1965.0,1,392,0,0,236,0,0,0,,0,3,2006,WD,Normal,104900
1186,1187,0.5663716814159292,190,RL,107.0,10615,Pave,,IR1,Bnk,AllPub,Corner,Mod,OldTown,Artery,Artery,2fmCon,2Story,1900,1970,Gable,CompShg,HdBoard,HdBoard,None,0.0,CBlock,440,0,538,978,GasA,1014,685,0,1699,1,0,2,0,3,2,7,Typ,0,CarPort,1920.0,2,420,0,74,0,0,0,0,,0,8,2009,WD,Abnorml,95000
1187,1188,0.8053097345132744,20,RL,89.0,12461,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,1994,1995,Gable,CompShg,ImStucc,ImStucc,None,0.0,PConc,1456,0,168,1624,GasA,1624,0,0,1624,1,0,2,0,2,1,5,Typ,1,Attchd,1994.0,3,757,0,114,192,0,0,0,,0,7,2006,WD,Normal,262000
1188,1189,0.7433628318584071,60,RL,68.0,8935,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,PConc,0,0,831,831,GasA,831,829,0,1660,0,0,2,1,3,1,7,Typ,0,Attchd,2002.0,2,493,144,68,0,0,0,0,,0,7,2009,WD,Normal,195000
1189,1190,0.7256637168141593,60,RL,60.0,7500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,0,0,994,994,GasA,1028,776,0,1804,0,0,2,1,3,1,7,Typ,1,Attchd,1999.0,2,442,140,60,0,0,0,0,,0,6,2010,WD,Normal,189000
1190,1191,0.7699115044247787,190,RL,,32463,Pave,,Reg,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,2fmCon,1Story,1961,1975,Gable,CompShg,MetalSd,MetalSd,Stone,149.0,CBlock,1159,0,90,1249,GasA,1622,0,0,1622,1,0,1,0,3,1,7,Typ,1,2Types,1975.0,4,1356,439,0,0,0,0,0,,0,3,2007,WD,Normal,168000
1191,1192,0.6991150442477876,160,FV,24.0,2645,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,PConc,0,0,776,776,GasA,764,677,0,1441,0,0,2,1,2,1,5,Typ,0,Detchd,1999.0,2,492,206,0,0,0,0,0,,0,11,2007,WD,Normal,174000
1192,1193,0.6017699115044248,50,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,1925,1994,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,PConc,0,0,702,702,GasA,842,630,0,1472,0,0,1,0,3,1,6,Typ,0,Detchd,1925.0,1,250,0,0,84,0,0,0,,0,7,2007,WD,Normal,125000
1193,1194,0.7345132743362832,120,RM,,4500,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,1999,1999,Hip,CompShg,VinylSd,VinylSd,BrkFace,425.0,PConc,883,0,341,1224,GasA,1224,0,0,1224,1,0,2,0,2,1,5,Typ,0,Attchd,1999.0,2,402,0,304,0,0,0,0,,0,6,2009,WD,Normal,165000
1194,1195,0.6371681415929203,60,RL,80.0,9364,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,1969,1969,Gable,CompShg,HdBoard,HdBoard,Stone,143.0,CBlock,371,0,292,663,GasA,663,689,0,1352,0,0,1,1,4,1,7,Typ,0,Attchd,1969.0,1,299,379,36,0,0,0,0,,0,3,2010,WD,Normal,158000
1195,1196,0.7079646017699115,60,RL,51.0,8029,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,0,0,728,728,GasA,728,728,0,1456,0,0,2,1,3,1,8,Typ,0,Attchd,2005.0,2,400,100,24,0,0,0,0,,0,7,2008,WD,Normal,176000
1196,1197,0.831858407079646,60,RL,58.0,14054,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,0,0,879,879,GasA,879,984,0,1863,0,0,2,1,4,1,9,Typ,1,BuiltIn,2006.0,3,660,100,17,0,0,0,0,,0,11,2006,New,Partial,219210
1197,1198,0.7168141592920354,75,RM,65.0,8850,Pave,,IR1,Bnk,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,1916,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,BrkTil,0,0,815,815,GasA,815,875,0,1690,0,0,1,0,3,1,7,Typ,1,Detchd,1916.0,1,225,0,0,330,0,0,0,,0,7,2006,ConLw,Normal,144000
1198,1199,0.7433628318584071,20,RL,70.0,9100,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,0,0,1212,1212,GasA,1212,0,0,1212,0,0,2,0,3,1,6,Typ,0,Attchd,2001.0,2,573,356,0,0,0,0,0,,0,6,2009,WD,Normal,178000
1199,1200,0.6460176991150443,20,RL,75.0,11235,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,1963,1979,Gable,CompShg,HdBoard,HdBoard,BrkFace,51.0,CBlock,547,0,504,1051,GasA,1382,0,0,1382,0,0,1,1,3,1,6,Typ,1,Attchd,1974.0,2,459,0,82,0,0,0,0,,0,10,2006,WD,Normal,148000
1200,1201,0.6283185840707964,20,RL,71.0,9353,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1970,1970,Gable,CompShg,MetalSd,MetalSd,None,0.0,CBlock,0,0,864,864,GasA,864,0,0,864,0,0,1,0,3,1,5,Typ,0,Attchd,1972.0,1,280,0,0,0,0,0,0,Shed,0,7,2006,Oth,Abnorml,116050
1201,1202,0.7610619469026548,60,RL,80.0,10400,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,0,0,866,866,GasA,866,913,0,1779,0,0,2,1,3,1,6,Typ,0,Attchd,1998.0,2,546,198,36,0,0,0,0,,0,3,2009,WD,Normal,197900
1202,1203,0.5929203539823009,50,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,1925,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,BrkTil,0,0,884,884,GasA,884,464,0,1348,1,0,1,0,3,1,5,Typ,1,Detchd,1960.0,1,216,0,0,208,0,0,0,,0,5,2009,WD,Normal,117000
1203,1204,0.7522123893805309,20,RL,75.0,9750,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,171.0,PConc,0,0,1630,1630,GasA,1630,0,0,1630,0,0,2,0,3,1,6,Typ,1,Attchd,2000.0,2,451,74,234,0,0,0,0,,0,10,2009,WD,Normal,213000
1204,1205,0.7079646017699115,20,RL,78.0,10140,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,1975,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,CBlock,788,0,268,1056,GasA,1074,0,0,1074,1,0,1,1,3,1,6,Typ,0,Attchd,1975.0,2,495,0,88,0,0,0,0,,0,7,2006,WD,Normal,153500
1205,1206,0.7876106194690266,20,RL,90.0,14684,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,1Story,1990,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,234.0,CBlock,485,177,1496,2158,GasA,2196,0,0,2196,0,0,2,0,3,1,7,Typ,1,Attchd,1990.0,3,701,84,70,0,0,0,0,,0,6,2009,WD,Normal,271900
1206,1207,0.6106194690265486,20,RH,,8900,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0.0,CBlock,1056,0,0,1056,GasA,1056,0,0,1056,1,0,1,0,2,1,5,Typ,0,Detchd,1966.0,1,384,0,42,0,0,0,0,,0,11,2006,WD,Normal,107000
1207,1208,0.8053097345132744,20,RL,70.0,9135,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,PConc,340,0,1342,1682,GasA,1700,0,0,1700,1,0,2,0,3,1,7,Typ,0,Attchd,2003.0,2,544,192,23,0,0,0,0,,0,5,2006,WD,Normal,200000
1208,1209,0.6194690265486725,20,RL,70.0,7763,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1962,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,CBlock,504,108,319,931,GasA,1283,0,0,1283,1,0,1,0,3,1,6,Typ,0,Detchd,1980.0,2,506,0,0,0,0,0,0,,0,10,2008,WD,Normal,140000
1209,1210,0.8761061946902655,20,RL,85.0,10182,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,RRNn,Norm,1Fam,1Story,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,420.0,PConc,1220,0,440,1660,GasA,1660,0,0,1660,1,0,2,0,3,1,8,Typ,1,Attchd,2006.0,2,500,322,50,0,0,0,0,,0,5,2006,New,Partial,290000
1210,1211,0.7964601769911505,60,RL,70.0,11218,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,1992,1992,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,PConc,0,0,1055,1055,GasA,1055,790,0,1845,0,0,2,1,3,1,8,Typ,1,Attchd,1992.0,2,462,635,104,0,0,0,0,Shed,400,5,2010,WD,Normal,189000
1211,1212,0.7699115044247787,50,RL,152.0,12134,Pave,,IR1,Bnk,AllPub,Inside,Mod,Gilbert,Norm,Norm,1Fam,1.5Fin,1988,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Wood,427,0,132,559,GasA,1080,672,0,1752,0,0,2,0,4,1,8,Typ,0,Basment,1988.0,2,492,325,12,0,0,0,0,,0,6,2010,WD,Normal,164000
1212,1213,0.5221238938053098,30,RL,50.0,9340,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,1941,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,CBlock,344,0,328,672,GasA,672,0,0,672,1,0,1,0,2,1,4,Typ,0,Attchd,1941.0,1,234,0,113,0,0,0,0,,0,8,2009,WD,Normal,113000
1213,1214,0.7433628318584071,80,RL,,10246,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,1965,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,CBlock,648,0,0,648,GasA,960,0,0,960,1,1,0,0,0,1,3,Typ,0,Attchd,1965.0,1,364,88,0,0,0,0,0,,0,5,2006,WD,Normal,145000
1214,1215,0.6371681415929203,85,RL,69.0,10205,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,1962,1962,Gable,CompShg,MetalSd,MetalSd,None,0.0,CBlock,784,0,141,925,GasA,999,0,0,999,1,0,1,0,3,1,6,Typ,0,Attchd,1962.0,1,300,150,72,0,0,0,0,,0,5,2006,WD,Normal,134500
1215,1216,0.6548672566371682,20,RL,99.0,7094,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,1966,1966,Gable,CompShg,VinylSd,VinylSd,None,0.0,CBlock,180,374,340,894,GasA,894,0,0,894,0,0,1,0,3,1,5,Typ,0,Detchd,1966.0,1,384,0,0,0,0,0,0,,0,5,2007,WD,Normal,125000
1216,1217,0.39823008849557523,90,RM,68.0,8930,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1.5Fin,1978,1978,Gable,CompShg,VinylSd,VinylSd,None,0.0,Slab,0,0,0,0,GasA,1318,584,0,1902,0,0,2,0,4,2,8,Typ,0,Attchd,1978.0,2,539,0,0,0,0,0,0,,0,4,2010,WD,Normal,112000
1217,1218,0.7876106194690266,20,FV,72.0,8640,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,2009,2009,Gable,CompShg,CemntBd,CmentBd,Stone,72.0,PConc,936,0,364,1300,GasA,1314,0,0,1314,1,0,2,0,3,1,6,Typ,0,Attchd,2009.0,2,552,135,112,0,0,0,0,,0,9,2009,New,Partial,229456
1218,1219,0.08849557522123894,50,RM,52.0,6240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,1947,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,Slab,0,0,0,0,GasA,672,240,0,912,0,0,1,0,2,1,3,Typ,0,,,0,0,0,0,0,0,0,0,,0,7,2006,WD,Normal,80500
1219,1220,0.37168141592920356,160,RM,21.0,1680,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,1971,1971,Gable,CompShg,CemntBd,CmentBd,BrkFace,236.0,CBlock,0,0,672,672,GasA,672,546,0,1218,0,0,1,1,3,1,7,Typ,0,,,0,0,201,0,0,0,0,0,,0,4,2006,WD,Abnorml,91500
1220,1221,0.6106194690265486,20,RL,66.0,7800,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,CBlock,312,600,0,912,GasA,912,0,0,912,0,0,1,0,2,1,5,Typ,0,Attchd,1964.0,1,288,0,0,0,0,0,0,,0,11,2006,WD,Abnorml,115000
1221,1222,0.6902654867256637,20,RL,55.0,8250,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,CBlock,250,492,210,952,GasA,1211,0,0,1211,0,0,1,0,3,1,5,Typ,1,Attchd,1968.0,1,322,0,63,0,0,0,0,,0,8,2008,WD,Normal,134000
1222,1223,0.7345132743362832,50,RL,78.0,10496,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,1949,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,320.0,CBlock,196,0,844,1040,GasA,1168,678,0,1846,0,0,2,0,3,1,7,Typ,1,Attchd,1949.0,1,315,0,0,0,0,0,0,,0,1,2007,WD,Normal,143000
1223,1224,0.5752212389380531,20,RL,89.0,10680,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1951,1951,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,44.0,CBlock,756,0,1380,2136,GasA,2136,0,0,2136,0,0,2,0,4,1,7,Mod,0,Detchd,1951.0,2,528,0,30,0,0,0,0,,0,10,2006,WD,Normal,137900
1224,1225,0.8584070796460177,60,RL,60.0,15384,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,724,0,64,788,GasA,788,702,0,1490,1,0,2,1,3,1,8,Typ,1,Attchd,2004.0,2,388,100,75,0,0,0,0,,0,2,2008,WD,Normal,184000
1225,1226,0.7699115044247787,80,RL,65.0,10482,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,1958,1958,Hip,CompShg,VinylSd,VinylSd,BrkFace,63.0,CBlock,507,0,81,588,GasA,1138,0,0,1138,0,1,1,0,3,1,6,Typ,0,Attchd,1958.0,1,264,224,0,0,0,0,0,,0,6,2007,WD,Normal,145000
1226,1227,0.8141592920353983,60,RL,86.0,14598,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Feedr,Norm,1Fam,2Story,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,74.0,PConc,0,0,894,894,GasA,894,1039,0,1933,0,0,2,1,4,1,9,Typ,1,BuiltIn,2007.0,3,668,100,18,0,0,0,0,,0,1,2008,WD,Normal,214000
1227,1228,0.6637168141592921,20,RL,72.0,8872,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,1965,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,300.0,CBlock,595,0,317,912,GasA,912,0,0,912,1,0,1,0,2,1,5,Typ,0,Detchd,1992.0,2,576,0,240,0,0,0,0,,0,12,2008,WD,Normal,147000
1228,1229,0.8761061946902655,120,RL,65.0,8769,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,2008,2008,Hip,CompShg,MetalSd,MetalSd,BrkFace,766.0,PConc,1540,0,162,1702,GasA,1702,0,0,1702,1,0,1,1,1,1,7,Typ,1,Attchd,2008.0,3,1052,0,72,0,0,224,0,,0,10,2008,New,Partial,367294
